k1             a1             c1             k2             a2             c2             k3             a3             c3             gamma1         gamma2         LogPost        b1             b2             b3             
   0.166625E+00   0.282771E+01   0.148099E+01    0.32054E+00   0.113474E+02   0.164409E+01   0.837278E+00   0.100948E+02   0.169287E+01   0.479748E-03   0.739333E-01   0.689919E+02   0.166625E+00    0.24095E+00   0.837278E+00
   0.169964E+00   0.335489E+01   0.153369E+01   0.317415E+00   0.109448E+02   0.164268E+01   0.924574E+00    0.71463E+01   0.164344E+01   0.228389E-02   0.558401E-01   0.693397E+02   0.169964E+00   0.235908E+00   0.924574E+00
   0.168876E+00   0.321488E+01   0.152521E+01   0.322261E+00   0.121089E+02   0.165712E+01   0.933431E+00   0.149908E+02   0.167719E+01   0.191168E-02     0.6659E-01   0.720236E+02   0.168876E+00    0.24227E+00   0.933431E+00
   0.175595E+00   0.357624E+01   0.151354E+01   0.333376E+00   0.123164E+02    0.16602E+01   0.928355E+00    0.11514E+02   0.171941E+01   0.576938E-02   0.316433E-01   0.702926E+02   0.175595E+00   0.245189E+00   0.928355E+00
   0.169776E+00   0.333969E+01   0.151376E+01   0.327362E+00   0.122933E+02    0.16808E+01   0.998797E+00    0.13317E+02   0.165745E+01    0.21137E-02   0.446654E-01   0.699915E+02   0.169776E+00   0.240156E+00   0.998797E+00
   0.171513E+00    0.33297E+01   0.151177E+01   0.335312E+00   0.126292E+02   0.166018E+01   0.899087E+00   0.151895E+02   0.165584E+01   0.474465E-02   0.468189E-01   0.710569E+02   0.171513E+00   0.249052E+00   0.899087E+00
   0.167629E+00   0.334238E+01   0.154028E+01   0.336188E+00   0.135027E+02   0.168409E+01   0.826419E+00   0.158889E+02    0.16576E+01   0.286456E-02   0.586274E-01   0.679366E+02   0.167629E+00   0.250538E+00   0.826419E+00
   0.174632E+00   0.380654E+01   0.152337E+01   0.339802E+00    0.12884E+02   0.165818E+01   0.902352E+00   0.143133E+02   0.165816E+01   0.392984E-02   0.638551E-01   0.697745E+02   0.174632E+00   0.248143E+00   0.902352E+00
   0.176656E+00   0.374022E+01   0.151032E+01   0.332148E+00   0.119155E+02   0.168708E+01   0.861848E+00   0.163009E+02   0.167852E+01    0.56053E-02   0.361295E-01   0.699176E+02   0.176656E+00   0.237062E+00   0.861848E+00
   0.178085E+00   0.394421E+01   0.154292E+01   0.335776E+00    0.12131E+02   0.166986E+01   0.944599E+00   0.107967E+02   0.165387E+01   0.747586E-02   0.167557E-01   0.701687E+02   0.178085E+00    0.24318E+00   0.944599E+00
   0.194496E+00    0.48609E+01   0.152548E+01   0.340691E+00   0.121107E+02   0.165139E+01   0.879229E+00   0.979546E+01    0.16165E+01   0.144264E-01   0.165786E-01   0.623348E+02   0.194496E+00   0.243297E+00   0.879229E+00
   0.178323E+00   0.350476E+01   0.150333E+01   0.333671E+00   0.122502E+02   0.163203E+01   0.898163E+00     0.1354E+02   0.161645E+01   0.466388E-02   0.374695E-01   0.676971E+02   0.178323E+00   0.250098E+00   0.898163E+00
   0.175746E+00   0.386987E+01   0.152978E+01   0.329415E+00   0.113299E+02   0.164893E+01   0.888617E+00    0.11299E+02   0.164401E+01   0.375448E-02   0.510324E-01   0.682525E+02   0.175746E+00   0.237701E+00   0.888617E+00
   0.166693E+00   0.363833E+01   0.157746E+01   0.335258E+00    0.12424E+02   0.164745E+01   0.937093E+00   0.136801E+02   0.168198E+01   0.161824E-02   0.503796E-01   0.693099E+02   0.166693E+00   0.248986E+00   0.937093E+00
   0.167641E+00   0.306097E+01   0.152212E+01   0.313579E+00   0.115787E+02   0.168418E+01   0.984054E+00   0.924881E+01   0.167569E+01    0.32309E-02   0.716058E-01   0.696748E+02   0.167641E+00   0.233868E+00   0.984054E+00
   0.176083E+00   0.348194E+01    0.15173E+01   0.326101E+00   0.125821E+02   0.168966E+01   0.934022E+00   0.170096E+02   0.164633E+01   0.413992E-02   0.489937E-01   0.701616E+02   0.176083E+00   0.240991E+00   0.934022E+00
   0.166366E+00   0.332202E+01   0.153728E+01   0.323672E+00   0.120522E+02   0.169438E+01   0.969043E+00   0.162915E+02   0.168287E+01    0.26574E-02   0.346386E-01   0.687202E+02   0.166366E+00   0.236391E+00   0.969043E+00
   0.165133E+00   0.296727E+01   0.152493E+01   0.312368E+00   0.116186E+02   0.171306E+01   0.885115E+00   0.146364E+02   0.166923E+01   0.364519E-02   0.580744E-01   0.701774E+02   0.165133E+00   0.230459E+00   0.885115E+00
   0.171462E+00   0.327039E+01   0.150687E+01   0.325611E+00   0.114146E+02   0.164149E+01   0.894825E+00    0.75272E+01   0.166433E+01   0.519577E-02   0.350419E-01   0.694794E+02   0.171462E+00     0.2417E+00   0.894825E+00
   0.172145E+00    0.33921E+01   0.150125E+01   0.326085E+00   0.116126E+02   0.164848E+01   0.894982E+00    0.21886E+02   0.165793E+01   0.176971E-02   0.560252E-01   0.679039E+02   0.172145E+00   0.239843E+00   0.894982E+00
   0.157858E+00   0.308642E+01   0.154969E+01   0.335314E+00   0.137212E+02   0.169047E+01   0.949035E+00   0.182208E+02   0.165638E+01   0.413095E-02   0.437149E-01   0.622863E+02   0.157858E+00   0.250526E+00   0.949035E+00
   0.161659E+00   0.270803E+01   0.150675E+01   0.311339E+00   0.114545E+02   0.166063E+01   0.880718E+00   0.122464E+02   0.165177E+01   0.121895E-02   0.816549E-01   0.703901E+02   0.161659E+00   0.236447E+00   0.880718E+00
   0.163896E+00   0.278603E+01   0.150593E+01   0.315763E+00   0.116094E+02    0.16624E+01   0.990276E+00   0.151384E+02   0.167166E+01    0.37944E-03   0.714404E-01   0.721643E+02   0.163896E+00    0.23891E+00   0.990276E+00
   0.159666E+00   0.268016E+01   0.150759E+01   0.311932E+00   0.109865E+02   0.165602E+01   0.927781E+00   0.138905E+02   0.167649E+01   0.258732E-02   0.485116E-01   0.698817E+02   0.159666E+00    0.23504E+00   0.927781E+00
   0.169117E+00   0.294054E+01   0.148983E+01   0.313677E+00   0.113488E+02   0.165523E+01   0.942139E+00   0.186555E+02   0.171285E+01   0.481203E-02   0.385227E-01   0.678208E+02   0.169117E+00   0.236118E+00   0.942139E+00
   0.172815E+00   0.306986E+01   0.148061E+01   0.320227E+00   0.114461E+02   0.165248E+01   0.960176E+00   0.131925E+02   0.166617E+01   0.385836E-02   0.553701E-01   0.707967E+02   0.172815E+00   0.239104E+00   0.960176E+00
   0.179889E+00    0.35287E+01   0.148123E+01   0.334357E+00    0.12414E+02   0.166721E+01   0.942362E+00   0.249787E+02   0.166476E+01   0.789386E-02   0.277809E-01   0.663412E+02   0.179889E+00   0.244891E+00   0.942362E+00
   0.180709E+00   0.376704E+01   0.150027E+01   0.339292E+00   0.122758E+02   0.167762E+01   0.855031E+00   0.200559E+02   0.161927E+01   0.909377E-02   0.174562E-01   0.663324E+02   0.180709E+00   0.244016E+00   0.855031E+00
    0.16727E+00   0.272668E+01   0.149283E+01    0.31593E+00    0.11933E+02   0.169153E+01   0.917251E+00   0.112235E+02   0.164594E+01   0.285857E-02   0.692183E-01    0.67959E+02    0.16727E+00    0.23823E+00   0.917251E+00
   0.158778E+00   0.269041E+01   0.153099E+01   0.315859E+00   0.122097E+02   0.166927E+01   0.909311E+00   0.196333E+02   0.169539E+01   0.806862E-02   0.276948E-01   0.650727E+02   0.158778E+00   0.241865E+00   0.909311E+00
   0.168093E+00   0.319696E+01   0.151979E+01   0.329258E+00   0.123386E+02   0.161866E+01   0.975145E+00   0.185143E+02   0.167306E+01    0.44342E-02    0.86482E-01    0.63285E+02   0.168093E+00   0.251034E+00   0.975145E+00
   0.175795E+00   0.386718E+01   0.151472E+01   0.342268E+00   0.130592E+02   0.168488E+01   0.970451E+00   0.126195E+02   0.167525E+01   0.543332E-02   0.380673E-01   0.684623E+02   0.175795E+00   0.245373E+00   0.970451E+00
   0.182682E+00   0.417325E+01    0.15126E+01   0.341927E+00   0.126027E+02   0.164298E+01   0.101203E+01   0.139755E+02   0.163666E+01   0.516247E-02   0.389192E-01   0.658003E+02   0.182682E+00   0.247903E+00   0.101203E+01
    0.18101E+00   0.356415E+01   0.147866E+01    0.31908E+00   0.109147E+02   0.168066E+01    0.84457E+00   0.100111E+02   0.168136E+01   0.983706E-02     0.2255E-01   0.638649E+02    0.18101E+00   0.229079E+00    0.84457E+00
   0.168838E+00   0.332023E+01    0.15204E+01   0.334155E+00   0.126864E+02   0.167964E+01   0.955306E+00   0.120559E+02   0.165689E+01   0.696019E-02   0.244661E-01   0.692713E+02   0.168838E+00   0.245884E+00   0.955306E+00
   0.176281E+00   0.350202E+01   0.151073E+01   0.326532E+00   0.117898E+02   0.165315E+01    0.91009E+00   0.195946E+02   0.165357E+01   0.582664E-02   0.418171E-01   0.700349E+02   0.176281E+00   0.241645E+00    0.91009E+00
   0.165487E+00    0.31477E+01   0.151902E+01   0.324632E+00   0.117724E+02   0.163712E+01   0.855768E+00   0.933116E+01   0.168744E+01   0.191322E-02   0.701715E-01   0.684966E+02   0.165487E+00   0.243452E+00   0.855768E+00
   0.166668E+00    0.31304E+01   0.153116E+01   0.315672E+00   0.118987E+02   0.167814E+01    0.87005E+00   0.136569E+02   0.164534E+01   0.166476E-02   0.503496E-01   0.713134E+02   0.166668E+00    0.23623E+00    0.87005E+00
   0.173098E+00   0.357292E+01   0.151994E+01   0.327663E+00   0.120989E+02   0.172406E+01   0.883222E+00   0.204028E+02    0.16621E+01   0.316538E-02   0.687928E-01   0.668198E+02   0.173098E+00   0.232633E+00   0.883222E+00
   0.178481E+00   0.324725E+01   0.147131E+01   0.324221E+00   0.119182E+02   0.167472E+01   0.100506E+01   0.188998E+02   0.164582E+01   0.556242E-02   0.441342E-01   0.673682E+02   0.178481E+00   0.239503E+00   0.100506E+01
   0.164313E+00   0.282214E+01   0.150402E+01   0.315995E+00   0.126596E+02   0.169431E+01    0.86753E+00   0.168297E+02   0.168724E+01   0.263026E-02   0.782697E-01    0.68003E+02   0.164313E+00   0.238691E+00    0.86753E+00
   0.158814E+00   0.226825E+01   0.149456E+01   0.292447E+00   0.107872E+02   0.171935E+01   0.933432E+00   0.197853E+02   0.169074E+01   0.108418E-02   0.114315E+00   0.618223E+02   0.158814E+00   0.222251E+00   0.933432E+00
     0.1649E+00   0.273889E+01   0.149208E+01   0.317017E+00   0.117014E+02   0.164469E+01   0.900296E+00   0.180819E+02   0.166067E+01   0.561839E-03   0.523368E-01   0.709701E+02     0.1649E+00   0.242094E+00   0.900296E+00
   0.163531E+00   0.329631E+01    0.15588E+01   0.313914E+00   0.117698E+02   0.167778E+01   0.880189E+00    0.11963E+02   0.164038E+01   0.302524E-02    0.56118E-01   0.655564E+02   0.163531E+00   0.233358E+00   0.880189E+00
     0.1637E+00   0.299739E+01   0.153322E+01   0.308507E+00   0.107503E+02   0.169218E+01   0.955952E+00    0.14959E+02   0.165313E+01   0.888172E-03   0.492714E-01   0.698773E+02     0.1637E+00    0.22688E+00   0.955952E+00
    0.16061E+00    0.29111E+01    0.15332E+01   0.313025E+00   0.116902E+02   0.168298E+01   0.853833E+00   0.143979E+02   0.163758E+01   0.761508E-02   0.427166E-01   0.668173E+02    0.16061E+00   0.234141E+00   0.853833E+00
   0.174126E+00   0.375109E+01   0.155025E+01   0.334987E+00   0.124023E+02   0.165321E+01   0.902216E+00    0.21353E+02   0.167438E+01   0.846344E-02   0.284614E-01   0.674994E+02   0.174126E+00   0.247543E+00   0.902216E+00
   0.174569E+00    0.32186E+01   0.148563E+01   0.329966E+00    0.11796E+02   0.163055E+01   0.942389E+00   0.202305E+02    0.17111E+01   0.353634E-02   0.595609E-01   0.662577E+02   0.174569E+00   0.247292E+00   0.942389E+00
   0.173857E+00   0.320632E+01   0.153347E+01   0.304038E+00   0.108529E+02   0.168138E+01   0.933943E+00    0.92029E+01   0.167309E+01   0.674141E-02   0.265017E-01    0.62973E+02   0.173857E+00   0.228616E+00   0.933943E+00
   0.173647E+00   0.334864E+01   0.151243E+01   0.335409E+00   0.123387E+02   0.161277E+01   0.849655E+00   0.173478E+02   0.165848E+01   0.233133E-02   0.524993E-01   0.669363E+02   0.173647E+00   0.254704E+00   0.849655E+00
   0.174341E+00   0.373936E+01   0.154067E+01   0.336373E+00   0.132163E+02   0.171518E+01   0.952766E+00   0.185587E+02   0.165904E+01   0.493201E-02   0.345073E-01    0.69217E+02   0.174341E+00   0.242975E+00   0.952766E+00
   0.181238E+00    0.39252E+01   0.151476E+01   0.333079E+00   0.115285E+02   0.165597E+01   0.920054E+00   0.160463E+02   0.172278E+01   0.718596E-02   0.628926E-01    0.66224E+02   0.181238E+00   0.240046E+00   0.920054E+00
   0.174718E+00   0.370557E+01   0.151552E+01   0.336292E+00   0.130418E+02   0.166702E+01   0.859897E+00   0.798172E+01   0.170171E+01   0.450392E-02   0.394322E-01   0.666939E+02   0.174718E+00   0.246654E+00   0.859897E+00
   0.177667E+00   0.372839E+01   0.152699E+01   0.333534E+00   0.124483E+02   0.165164E+01   0.964447E+00    0.13268E+02   0.165011E+01   0.828702E-02   0.314474E-01   0.696778E+02   0.177667E+00   0.247103E+00   0.964447E+00
   0.175044E+00   0.384496E+01   0.153417E+01   0.342509E+00   0.134201E+02    0.16626E+01   0.944417E+00   0.130614E+02   0.164995E+01   0.632398E-02   0.454174E-01   0.692804E+02   0.175044E+00   0.251861E+00   0.944417E+00
   0.170466E+00   0.346656E+01    0.15255E+01    0.33848E+00   0.132829E+02   0.167726E+01   0.869263E+00   0.673756E+01   0.168957E+01   0.271335E-02   0.587719E-01   0.694211E+02   0.170466E+00   0.249844E+00   0.869263E+00
   0.176514E+00   0.380684E+01   0.151081E+01   0.344905E+00   0.125989E+02   0.163279E+01   0.912678E+00   0.164678E+02    0.16606E+01   0.445415E-02   0.503385E-01   0.694732E+02   0.176514E+00    0.25248E+00   0.912678E+00
   0.173342E+00   0.329051E+01   0.150452E+01   0.319896E+00   0.119583E+02   0.172378E+01   0.939011E+00   0.179896E+02   0.165193E+01   0.305327E-02   0.398814E-01   0.691121E+02   0.173342E+00    0.23139E+00   0.939011E+00
   0.171872E+00   0.355691E+01   0.151155E+01   0.347291E+00   0.140339E+02   0.170314E+01   0.954698E+00   0.160626E+02   0.166512E+01   0.321114E-02   0.623896E-01   0.665745E+02   0.171872E+00   0.251987E+00   0.954698E+00
   0.167329E+00   0.295511E+01   0.151042E+01   0.315272E+00   0.117198E+02   0.168679E+01    0.10109E+01   0.121233E+02   0.164978E+01   0.154119E-02   0.577546E-01   0.713002E+02   0.167329E+00   0.235446E+00    0.10109E+01
   0.174912E+00    0.37435E+01   0.154829E+01    0.33289E+00   0.118668E+02   0.164981E+01   0.959534E+00    0.16245E+02   0.164833E+01   0.740105E-02   0.391022E-01   0.683754E+02   0.174912E+00   0.244947E+00   0.959534E+00
   0.180593E+00   0.361797E+01   0.148304E+01   0.341189E+00   0.128264E+02   0.166355E+01   0.895778E+00   0.180903E+02   0.166602E+01   0.276086E-02   0.627477E-01    0.68615E+02   0.180593E+00   0.249668E+00   0.895778E+00
    0.17225E+00   0.330561E+01   0.150881E+01   0.324723E+00   0.117137E+02   0.167558E+01   0.879157E+00   0.188571E+02   0.167602E+01    0.20973E-02   0.470048E-01   0.713962E+02    0.17225E+00   0.238311E+00   0.879157E+00
   0.165292E+00   0.292687E+01   0.149222E+01   0.318887E+00   0.120029E+02   0.169502E+01   0.102764E+01   0.150081E+02    0.16384E+01   0.332248E-02   0.403029E-01   0.667183E+02   0.165292E+00   0.235299E+00   0.102764E+01
   0.163295E+00   0.308864E+01   0.154873E+01   0.317402E+00   0.118543E+02   0.166319E+01   0.104183E+01   0.232031E+02   0.165144E+01   0.352313E-03   0.768087E-01   0.656876E+02   0.163295E+00   0.239326E+00   0.104183E+01
   0.167477E+00   0.277454E+01   0.146984E+01   0.318478E+00   0.118432E+02   0.162683E+01   0.931544E+00   0.156229E+02    0.16387E+01   0.140012E-02   0.570748E-01   0.678951E+02   0.167477E+00   0.244214E+00   0.931544E+00
   0.167775E+00      0.309E+01   0.150095E+01   0.321671E+00   0.121413E+02    0.17055E+01   0.926082E+00   0.174604E+02   0.170222E+01   0.542194E-03   0.628306E-01   0.706923E+02   0.167775E+00   0.235325E+00   0.926082E+00
   0.175915E+00   0.371697E+01   0.151191E+01   0.339006E+00   0.123254E+02   0.166831E+01   0.896181E+00   0.984199E+01   0.169735E+01   0.806501E-02   0.360564E-01     0.7031E+02   0.175915E+00   0.244773E+00   0.896181E+00
   0.183165E+00   0.389987E+01   0.150471E+01    0.33458E+00   0.119745E+02   0.167341E+01   0.945373E+00   0.163046E+02   0.166732E+01   0.540627E-02    0.46198E-01   0.707395E+02   0.183165E+00   0.240895E+00   0.945373E+00
   0.170971E+00   0.336931E+01   0.148881E+01   0.339032E+00   0.125615E+02   0.166501E+01   0.875275E+00   0.198787E+02   0.163611E+01    0.58252E-02   0.737392E-01    0.64469E+02   0.170971E+00   0.246947E+00   0.875275E+00
   0.174809E+00     0.3808E+01   0.151064E+01   0.346978E+00   0.129786E+02   0.162138E+01   0.100743E+01   0.849234E+01   0.169376E+01   0.565082E-02    0.58936E-01   0.625391E+02   0.174809E+00   0.255841E+00   0.100743E+01
   0.187125E+00   0.413965E+01   0.150184E+01    0.33898E+00   0.115606E+02   0.166116E+01   0.946817E+00   0.202236E+02   0.164152E+01   0.635075E-02   0.408599E-01   0.670157E+02   0.187125E+00   0.240932E+00   0.946817E+00
   0.184378E+00   0.414752E+01   0.148686E+01   0.343553E+00   0.112497E+02   0.167573E+01   0.882075E+00   0.153893E+02   0.169772E+01   0.539753E-02     0.6601E-01   0.637501E+02   0.184378E+00   0.235602E+00   0.882075E+00
   0.176289E+00   0.358263E+01   0.152107E+01   0.334222E+00   0.126426E+02   0.164252E+01   0.879948E+00   0.139769E+02   0.167978E+01   0.109467E-01   0.377356E-01   0.672908E+02   0.176289E+00   0.250213E+00   0.879948E+00
      0.179E+00   0.357091E+01   0.148649E+01     0.3328E+00   0.125974E+02   0.168159E+01   0.984228E+00   0.160599E+02   0.164707E+01      0.673E-02   0.393888E-01   0.694386E+02      0.179E+00   0.242498E+00   0.984228E+00
   0.182514E+00   0.392387E+01   0.150692E+01   0.340702E+00   0.124849E+02   0.168042E+01   0.787121E+00   0.960822E+01   0.167605E+01    0.83735E-02   0.132714E-01   0.670688E+02   0.182514E+00   0.244602E+00   0.787121E+00
    0.17132E+00    0.32175E+01   0.151622E+01   0.312749E+00   0.107076E+02   0.164409E+01   0.982047E+00   0.165864E+02   0.167473E+01   0.352179E-02   0.390098E-01   0.684322E+02    0.17132E+00   0.233498E+00   0.982047E+00
   0.170005E+00   0.351573E+01   0.153116E+01    0.34245E+00   0.134252E+02   0.165941E+01    0.94354E+00   0.135673E+02   0.169202E+01   0.140557E-02   0.649039E-01   0.700819E+02   0.170005E+00    0.25435E+00    0.94354E+00
    0.17459E+00    0.32564E+01    0.14728E+01   0.324502E+00   0.125832E+02   0.167309E+01   0.948649E+00   0.188234E+02   0.166276E+01   0.619322E-02   0.518634E-01   0.651928E+02    0.17459E+00   0.240629E+00   0.948649E+00
   0.162464E+00    0.29877E+01   0.153462E+01   0.319151E+00   0.124603E+02    0.16781E+01    0.92201E+00   0.203336E+02   0.163531E+01   0.233088E-02   0.564978E-01   0.680957E+02   0.162464E+00   0.240758E+00    0.92201E+00
   0.163404E+00   0.279731E+01   0.151117E+01   0.322516E+00   0.120256E+02    0.16536E+01   0.917988E+00   0.122303E+02   0.166201E+01   0.110678E-02   0.727097E-01   0.697925E+02   0.163404E+00   0.245347E+00   0.917988E+00
   0.167074E+00   0.281867E+01   0.150292E+01   0.308383E+00   0.113709E+02   0.167977E+01   0.103729E+01   0.128794E+02    0.16873E+01   0.656506E-03   0.712972E-01   0.693655E+02   0.167074E+00   0.232695E+00   0.103729E+01
   0.169492E+00   0.320678E+01   0.149132E+01   0.326493E+00   0.122213E+02   0.165944E+01   0.916496E+00   0.138351E+02   0.166244E+01   0.519844E-02   0.558082E-01   0.687266E+02   0.169492E+00   0.241923E+00   0.916496E+00
   0.165519E+00   0.274755E+01   0.150853E+01     0.3116E+00   0.115472E+02   0.168306E+01   0.100518E+01   0.806956E+01   0.163063E+01   0.154416E-02   0.629075E-01   0.672532E+02   0.165519E+00   0.235611E+00   0.100518E+01
   0.171228E+00   0.290822E+01   0.149019E+01   0.311885E+00    0.10936E+02   0.163345E+01   0.981091E+00   0.985862E+01   0.163222E+01    0.22637E-02   0.812545E-01   0.659406E+02   0.171228E+00   0.237632E+00   0.981091E+00
   0.171582E+00   0.323333E+01   0.150489E+01   0.326412E+00   0.113507E+02   0.161877E+01   0.920934E+00   0.166223E+02   0.169438E+01   0.812694E-02   0.225133E-01   0.669362E+02   0.171582E+00   0.245139E+00   0.920934E+00
   0.167645E+00   0.331974E+01   0.152982E+01   0.332311E+00   0.127502E+02   0.166537E+01   0.901685E+00   0.135135E+02    0.16456E+01   0.556204E-02   0.285556E-01   0.691334E+02   0.167645E+00   0.247306E+00   0.901685E+00
   0.167061E+00    0.32888E+01   0.153532E+01   0.323034E+00   0.108956E+02   0.164596E+01   0.923516E+00   0.133321E+02   0.163065E+01   0.422596E-02    0.35733E-01   0.671386E+02   0.167061E+00   0.237677E+00   0.923516E+00
   0.179598E+00   0.371647E+01   0.150613E+01   0.333033E+00   0.125301E+02    0.16841E+01   0.824511E+00    0.10831E+02    0.17043E+01   0.369657E-02   0.623747E-01   0.677604E+02   0.179598E+00   0.242139E+00   0.824511E+00
    0.17584E+00   0.374599E+01   0.152449E+01   0.335996E+00    0.12253E+02   0.162683E+01   0.988039E+00   0.127937E+02   0.168791E+01   0.310403E-02   0.417449E-01    0.69935E+02    0.17584E+00   0.249256E+00   0.988039E+00
   0.180443E+00   0.344139E+01   0.146271E+01   0.335291E+00   0.121237E+02   0.166625E+01   0.943013E+00    0.14174E+02   0.167148E+01    0.57983E-02   0.469876E-01   0.699636E+02   0.180443E+00   0.243956E+00   0.943013E+00
   0.180435E+00    0.37138E+01   0.151007E+01   0.332974E+00   0.120809E+02   0.165295E+01   0.945397E+00   0.130643E+02   0.167438E+01    0.10314E-01   0.217482E-01   0.695694E+02   0.180435E+00   0.245063E+00   0.945397E+00
   0.180432E+00   0.385364E+01   0.150157E+01    0.34007E+00    0.12061E+02   0.165233E+01   0.102898E+01   0.197931E+02   0.164994E+01   0.926259E-02   0.160361E-02   0.666263E+02   0.180432E+00   0.245457E+00   0.102898E+01
   0.168036E+00   0.331427E+01   0.152903E+01   0.323481E+00   0.114481E+02     0.1649E+01   0.877618E+00   0.125164E+02   0.171391E+01   0.302578E-02   0.380717E-01   0.691815E+02   0.168036E+00   0.239549E+00   0.877618E+00
   0.171264E+00    0.32294E+01   0.149761E+01   0.335316E+00   0.133024E+02   0.172001E+01    0.98319E+00    0.17459E+02   0.163548E+01   0.622939E-02   0.499253E-01    0.65296E+02   0.171264E+00   0.244316E+00    0.98319E+00
    0.16147E+00   0.305943E+01    0.15259E+01    0.32987E+00    0.12508E+02   0.165798E+01   0.853489E+00   0.716718E+01   0.168496E+01    0.79495E-02    0.35421E-01   0.647836E+02    0.16147E+00   0.246861E+00   0.853489E+00
   0.173246E+00   0.332049E+01    0.14948E+01   0.337046E+00   0.130771E+02   0.169085E+01   0.891308E+00   0.162009E+02   0.166364E+01   0.596683E-02   0.251177E-01    0.69302E+02   0.173246E+00   0.247233E+00   0.891308E+00
   0.177816E+00   0.391696E+01     0.1506E+01   0.349919E+00   0.136464E+02   0.168375E+01   0.919948E+00   0.178622E+02   0.165265E+01   0.104038E-01   0.364252E-01   0.645542E+02   0.177816E+00   0.251172E+00   0.919948E+00
   0.177806E+00   0.369577E+01   0.151079E+01   0.338797E+00   0.128139E+02   0.167217E+01   0.963156E+00   0.105893E+02   0.170473E+01   0.385373E-02   0.513018E-01    0.71137E+02   0.177806E+00   0.247505E+00   0.963156E+00
   0.177729E+00   0.413511E+01    0.15661E+01   0.323235E+00   0.109364E+02   0.164863E+01    0.83812E+00   0.742461E+01   0.166547E+01   0.605531E-02   0.360644E-01   0.634482E+02   0.177729E+00   0.234401E+00    0.83812E+00
   0.180717E+00   0.406521E+01   0.152168E+01    0.34338E+00   0.120482E+02   0.167455E+01   0.886318E+00   0.103666E+02   0.166448E+01   0.387592E-02   0.478074E-01   0.695666E+02   0.180717E+00    0.24303E+00   0.886318E+00
    0.17655E+00   0.361607E+01   0.152508E+01   0.324323E+00   0.116337E+02   0.166074E+01   0.998483E+00   0.134871E+02   0.171814E+01   0.941977E-02   0.370913E-01   0.665557E+02    0.17655E+00   0.238846E+00   0.998483E+00
   0.171054E+00   0.336969E+01   0.151095E+01   0.331229E+00   0.126333E+02   0.168059E+01   0.926421E+00   0.157319E+02   0.165986E+01    0.23779E-02   0.505949E-01   0.718542E+02   0.171054E+00   0.243452E+00   0.926421E+00
   0.173349E+00   0.368205E+01   0.153367E+01   0.335698E+00   0.122017E+02    0.16504E+01   0.847363E+00   0.138022E+02   0.162414E+01   0.679491E-02   0.425091E-01   0.686281E+02   0.173349E+00   0.246364E+00   0.847363E+00
   0.183669E+00   0.401722E+01   0.150621E+01    0.33932E+00   0.126884E+02   0.168734E+01   0.898808E+00   0.138576E+02    0.16887E+01   0.982077E-02   0.256769E-01   0.703642E+02   0.183669E+00    0.24319E+00   0.898808E+00
   0.183366E+00   0.405447E+01   0.149897E+01   0.345326E+00   0.124997E+02   0.163731E+01    0.10737E+01   0.173522E+02   0.167736E+01    0.85132E-02   0.424618E-01   0.636987E+02   0.183366E+00   0.250361E+00    0.10737E+01
    0.17472E+00   0.358486E+01   0.150554E+01   0.336835E+00   0.127612E+02   0.166191E+01   0.947011E+00   0.137856E+02   0.167231E+01   0.597348E-02   0.446496E-01   0.713174E+02    0.17472E+00   0.247222E+00   0.947011E+00
   0.172934E+00   0.351922E+01   0.151564E+01    0.33203E+00   0.120729E+02    0.17007E+01   0.868927E+00    0.11415E+02   0.168791E+01   0.108695E-01   0.581173E-02   0.663179E+02   0.172934E+00   0.237897E+00   0.868927E+00
   0.165909E+00   0.320234E+01   0.153401E+01   0.322104E+00   0.114905E+02   0.166258E+01   0.908419E+00     0.1171E+02   0.168329E+01   0.300107E-02   0.517503E-01   0.715251E+02   0.165909E+00   0.238491E+00   0.908419E+00
   0.176497E+00   0.359352E+01   0.151264E+01   0.334008E+00   0.122823E+02   0.166337E+01   0.852532E+00   0.102236E+02   0.167754E+01    0.51528E-02   0.472049E-01   0.710352E+02   0.176497E+00   0.245055E+00   0.852532E+00
   0.172768E+00   0.324528E+01   0.149906E+01   0.320729E+00   0.113841E+02   0.165361E+01   0.985601E+00   0.851123E+01   0.170484E+01   0.523922E-02   0.290192E-01   0.678169E+02   0.172768E+00   0.237916E+00   0.985601E+00
   0.170837E+00   0.327331E+01   0.150937E+01   0.332464E+00   0.117226E+02   0.163342E+01   0.958734E+00   0.911995E+01   0.168048E+01   0.391069E-02   0.709238E-01   0.674491E+02   0.170837E+00   0.247461E+00   0.958734E+00
   0.176787E+00   0.356289E+01   0.150111E+01   0.336595E+00   0.129598E+02   0.168177E+01   0.931788E+00   0.107084E+02   0.169122E+01   0.112727E-01   0.102746E-01   0.681172E+02   0.176787E+00   0.246293E+00   0.931788E+00
   0.176078E+00   0.370924E+01   0.151916E+01     0.3276E+00   0.109613E+02   0.161696E+01   0.898996E+00   0.112883E+02   0.166743E+01   0.361034E-02   0.558328E-01   0.682402E+02   0.176078E+00     0.2407E+00   0.898996E+00
   0.169881E+00   0.334041E+01   0.151175E+01   0.327328E+00   0.117454E+02   0.166445E+01   0.857138E+00   0.165795E+02    0.16922E+01   0.102514E-02   0.724854E-01   0.700903E+02   0.169881E+00   0.239686E+00   0.857138E+00
